,date,review,rating,isEdited,title,userName
12,2023-08-20 13:19:18,"Looking at the product ratings on the main page is now worse than it was before. Previously you could see the number of ratings next to the star rating. Now you see a percentage of 4+ reviews. That information is useless. If a product has a star rating over 4 then you already know most people rated it over 4. 

Now if I want to see the number of ratings I have to click on each item individually instead of simply scanning the overall search results. This is a huge waste of my time. 

And if it isn’t obvious, the reason to look at the number of ratings is because a rating of 4.7 from only 22 people means way less than a 4.7 from 10,000 people.",1,False,Product Reviews Now Worse,Garbles
13,2023-08-08 01:01:41,"Literally my first order and there’s already a major problem,somehow they managed to screw up the order even though my billing and shipping address are thesame,my order left the east coast all the way to the west coast and somehow it says they went to the wrong address in the same state to an address that doesn’t even resemble mine,like c’mon you were already in the right state,now it’s telling me my order is on hold,I don’t even know what to,if I cancel and try to order it again I’m going to have to wait for it to ship from the west cost again plus the price has gone up plus I might to wait in exitment for 9days for a product that’s not even coming AGAIN!!!!,thanks a lot amazon,ZERO STARS!!!,Just ABSOLUTELY TERRIBLE!!!😡",1,False,This is just dum,cxfhhvjgfggg
14,2023-07-23 02:00:29,I ordered a set of books for prime delivery to be delivered today. The driver was literally on my street. I could see the truck from my bedroom window. The weather was calm. Sunny. Hot. Clear skies. I was supposed to be the next stop. Then suddenly I wasn’t. The driver marked weather delays bad weather and changed my delivery to the next day. For absolutely no reason. I reached out to customer support twice and they did nothing. I pay for prime for a reason. This is completely unacceptable. It ruined my entire plans for the day. I missed book club not only waiting for the books but because they refused to deliver book club for the day had to be cancelled. Ruining many people’s day and schedule.,1,False,Absolutely unacceptable and ridiculous,H.R.W5700
15,2023-08-01 12:59:57,I’m not a fan of the search bar being at the bottom. When in chat with customer service the chat box and the search box are right next to each other. I can’t tell you how many times I went to send a message and accidentally was typing in the search box instead of the message box. Please move it back up higher away from where the search box is within chat. It was much easier to locate when it was toward the top. Thank you.,4,False,Move the search bar,WVWTH
16,2023-08-03 12:26:47,"Been using the app for several years. It’s fundamentally the same but things keep getting changed and moved and it makes it a pain to do things that soups be easy.
For example the little heart at the bottom left of a picture of an item that you use to add items to your list, is sometimes not there at all. There used to be an “add to list” button near the “add to cart” or “buy it now” buttons but now, more often than not. I can’t add things to my list, which makes me forget things I would have bought.",3,False,Stop changing things around,Hotroddn1
17,2023-08-06 12:51:39,"You have changed things yet again…Stop it!!!!! What are you people doing? Are ya bored and say, hey for fun let’s change the app and mess everyone up, yeah that’ll be fun, let’s do that. Well stop it and put it back!!

The new update us awful! I hope you change it back or give us the option to use the old or the new. I had to look for the search bar and the back arrow, I thought I had opened the wrong app. Your app worked great, so why in the world would you change It?!?!?!?! If it aint broke don't fix it. I have hoped you would offer a dark mode and now it's even brighter than before. I sure hope the ones that can fix this are reading all of these comments and Pls",1,False,New update,tsnoot23
18,2023-08-02 17:20:48,Through a chat we asked member services if they would honor prime day prices on Ring products. $300 off. They said go ahead and order it and they would refund the  difference once the product was received. A note would be made on account.  After items received we were not given $300 but said the best they could do was $63. And no record of previous conversation of course.  Chatted with multiple agents kept getting transferred or disconnected. Refused to honor. We would never have ordered in the first place if we weren’t told it would be honored. We would have waited for it to go on sale again. Needless to say all items returned. Deceitful to say the least!,1,False,Prime day price not honored as promised,old school box router
19,2023-07-31 05:07:00,"I’ve been avoiding the orders page on the website in favor of the app for the past few years because I wanted to see items in the order they were due to arrive. The website shows items in the order they were ordered with no option to sort them in the way I need. This is a terrible experience with subscribe and save since you insist on show each item individually. A few days ago you changed the app to mirror the websites disfunctionality. Poor choice! Now the orders page is an endless scrolling mess of items delivered, shipped, and not yet shipped. Who can make any sense out of that view?",1,False,Now the app is just as bad as the website,Former buyer
20,2023-08-14 03:14:37,"Update: deliveries are arriving at my front door again. I will shop more now. 
Deliveries are no longer being left on the front door at our complex. They are leaving them in an insecure area becoming a target for package theft. I will not be ordering again. After years and many dollars my business is going somewhere else until the delivery standard is back to where it was. Shame on you for cutting corners.",5,False,Delivered incorrectly.,Lynnabeth
21,2023-07-26 15:09:16,"I went to my app this morning only to find all my data was gone.  I love this app and panicked when everything was missing.  I noticed an update done yesterday. Was this the problem?  All data was there when I logged in on line.  So, I deleted the app and loaded it back.  It asked me to log in which doesn’t usually happen when I delete and then download back.  Everything was back to normal.   Just makes me a little uncomfortable now.",4,False,Latest update,Linmat45
22,2023-08-07 20:56:48,"But for the life of me, I can’t figure out how to simply log out of my account. My phone is going in for repair so I want to log out of certain apps.  
I’m no slouch when it comes to tech. I looked in all the places where I should’ve been able to log out but there was no option. It should NOT be this tricky. So I just uninstalled the app. Will I reinstall? Who knows… 
I’m getting this feeling lately that tech companies are making basic things like this more difficult intentionally. I ditched Audible recently for a similar situation. It’s beyond tiresome at this point.",2,False,"Uninstalled, couldn’t log out",Nightowl4272
23,2023-07-30 03:32:41,"This is the first time I looked there on the Earth for a while, and when I went in to go and buy a duvet cover, I noticed that my name was different. My name is not Ali and the app named me Ali. I do not understand why my account was completely different when I never signed out of my account and now I cannot delete that account and I don’t know how to get my other one back because I can’t call customer service to help me fix it. this may seem like a rant, which it probably is but I’m just highly frustrated because I never signed out of the app… and I don’t understand how this happened.",1,False,The app signed me out of my account and gave me a new one,lubiclark
24,2023-08-05 20:48:07,"I have had to learn to avoid hitting the dumb lightbulb, the new feature that seeks to glorify self-proclaimed narcissist influencers and turn this stupid app into Tik Tok. Eferyrune I hit it accidentally, or in hope that the feature has changed, I see random strangers, usually self-absorbed women, telling me about their latest purchase or whatever. It is the STUPIDEST thing, and I hate whomever in the company decided it was not only a good idea but also a feature they would keep indefinitely. I may as well shop on eBay at this rate",3,False,It gets worse and worse,pointykitty
25,2023-07-23 04:57:55,"Over the past several weeks, I have ordered moving and storage supplies and many other items.  I am amazed that I can still get excellent and immediate assistance with anything I order.  My orders arrive when expected or I am notified of a change.  Drivers are polite and do their jobs well.  You still deserve my business.  Thank you for your dedication to detail.",5,False,Extremely Pleases,Betty878
26,2023-08-08 16:20:28,"The decision to force app users to search the last 30 days of orders by default with no option to search without filters was a mistake. If I want to go find an order I placed sometime in the last few years, I have to keep playing with the filters to find it. Or… I have to go onto the webpage where I can search without filters.

Doing this makes it harder for me to find something I’ve purchased before and purchase another one. Why introduce this mandatory “feature” that makes it harder for me to buy stuff?",2,False,Order History,Wombatmatty
27,2023-08-19 14:08:09,"It’s the new regular it appears not just for this app. Developers making changes and ignoring user feedback that, in majority, dislike said changes. So one star until the search bar is moved back on top where it belongs.

Also, the searches are getting worse and worse. Sometimes you need to drill down multiple times to get to what you are looking for or the searches come up blank when in the browser they come right up. Is it really worth keeping this app at this point? Truly getting to the point at deleting it if it doesn’t improve soon.",1,False,Continuing to ignore user feedback,Crochetowl
28,2023-08-13 23:39:14,"Waste of time and space on my phone, so quick to mistakenly order things before i can change addresses or payment methods, cannot apply certain gift cards at all and frankly, you ruined my town with your empty warehouse you lied about bringing jobs into and proceeded to run over my grandmother across the street from where your delivery trucks are assembled in CT, but i still have Nissan Altimas pulling up to my house at 4:20am to make a delivery not knowing i am very sketched out on the other side of the door.

 Get lost this greedy corporation is doing no good for the world as a whole.",1,False,Use a computer when ordering,pinkpeppapiglet
29,2023-08-17 11:23:02,"Hate the update. As others have stated, it’s much more difficult to scroll through options with the star ratings obscured until you click on it. SEEING 4.5 stars (the old way) vs having to READ it, then select to see how many people have rated it. NOT GOOD!! To the developers, c’mon! Don’t just change things for the sake of change.

Update: Came back just to emphasize even more everything I said above. So now if I am considering an item as I scroll, I have to click on it to see if 1 person reviewed or 10,000. You’ve just added a step for the user.",1,False,"No, just no",eom123
30,2023-08-13 08:14:01,"I am sick of the search bar constantly changing location to the bottom. 

Not having the option to place it at the too where the majority want it is going to lose you kore than just myself as customer. 

Between changing the kindle interface into a gigantic ad spam nightmare without the option to turn any of it off, this is literally the final straw in the forcing of ""features"" that aren't actually features they're terrible design flaws that should just stop for the sake of everyone.",1,False,Stop changing the search bar location,Kvothe99
31,2023-08-09 17:43:46,Need better pharmacy integration with iPad store app or build a separate pharmacy app.  Every time I use a link provided by the pharmacy text it automatically goes to the store app. The instruction to turn off in-app purchases is outdated and misleading. The latest iPhone and iPad version is missing that option in settings. Even using safari and chrome in both iPhone and iPad directs me to the store app. I have to use my Mac without the store app to access pharmacy.,3,False,Pharmacy,Bandit808
32,2023-08-11 17:24:16,"Its easy to shop and buy.. but try reporting info about an expected delivery you didn’t get, try to add a different address that’s not already in your address book when an item won’t ship at checkout, try to add a new credit card, or try to change your phone number..  this app sells stuff nicely, but painful hiccups galore when it comes to managing your info or communicating about a delivery..",3,False,Great shopping but painful management,Mossfeet
33,2023-08-03 01:10:07,I wish for at least the option to move the search bar back to the top. Also would be nice if in my order history it would show what items I’ve reviewed without having to go through the whole order history to find out I’ve already reviewed an item.,4,False,Hate the search bar being on the bottom,linewifelife
34,2023-08-17 02:18:50,"I like the app. It’s easy and fast. Doesn’t crash. One change that I don’t like is not showing how many reviews there are when you are scrolling through different products. Please put that back. If I have to click on the products to see how many reviews there are, I’ll be less likely to buy stuff as it’s more time consuming.",3,False,Put back where it shows the amount of reviews!,ClaireBell87
35,2023-08-05 01:13:25,"Why have customers if you’re not going to listen to them? Why have customers if you’re not going to support them? The app search bar belongs on top of the screen. Look at the feedback! Fix the wish list access to what it was. “Customer service” is a joke. They treat you like trash or like a child, then don’t actually do anything to help. I told them I’d already uninstalled and reinstalled the app. They asked me to do just that. Is this a f’ing joke to them? Stop wasting my time!!",1,False,"Terrible search bar location, terrible customer service",Hollacious
36,2023-08-04 11:50:36,"I don’t know if it’s just mine or what but once I click on a item then change size or color it will no longer let me save it to my wish list, the heart completely goes away, I have to go back to the suggested items and re-click on the item again and just save the first one that shows up then change it when I’m ready to purchase. Anyone else having this issue? Also, don’t like the search bar being on the bottom.",2,False,Wish list,fred227701345
37,2023-08-04 00:52:26,"You’d think a shopping app would make shopping easier not more difficult. 
At one point you’d click to view lists and you’d see all the lists. Now to “see all” lists takes multiple extra steps and time. 
Additionally it’s really inconvenient to add items to lists, having to scroll down and find a tiny button. Maybe it’s me, but often it can be tricky to find the “add to list” button as it gets buried and moved around.",2,False,Make using lists easier,Simosimo9319
38,2023-08-15 22:54:38,"Really need to make searches more tailorable.   There’s too much showing up that is not wanted.  If I’m looking for Apple pro case,  Do not show me Apple pro MAX!   If I’m looking for a ue megaboom do not show me boom 3. They look the same in pictures but both are a considerable size difference 
and wasted your shipping as it was completely unwanted but unknown til seen in person.  Used to be able to -(a term) to minus filter out. Bring that fix back",3,False,Search engine,MesaWind-opoly
39,2023-08-04 02:33:21,It’s unbelievable how many times I’ve had to pay out of pocket to return a product that was damaged in shipping/warped/bowing/not the right product/not the right color/etc. I’ve always had help from the customer service. The sellers on the other hand have ultimately left me with giving not the brightest review. A lot of times money has been wasted.,3,False,"Unusable products, pay to ship back, good customer service",ShoppingZombie
40,2023-08-04 21:28:54,"I don’t know if these apps have some kind of contract(s) that state they need to have a certain amount of updates before a certain time. But this last one is so dumb and ridiculous and impractical. Why is the search bar permanently on the bottom of my screen ?? Literally what was the point of that, it looks ugly and it’s so dumb. I don’t know why this has been changed, I liked the search bar at the top before. At least give us an option in setting to change where it is. Literally stupid asl.",1,False,Random updates,roachyieyeiye
41,2023-08-01 18:53:42,"Why do all tech companies have to keep destroying the usability of their apps?  If you want to have a “sticky” brand and user experience, STOP changing it. Move the search bar back to the top of the app. 

Also, fix the audio interrupt that forces iPhones into cellular call mode (which changes what speakers your phone will use when connected to a car) for those of us that refuse to allow microphone permissions. 

This is two strikes and I’m really close to just deleting the app completely.",1,False,Move the search bar back to the top,1bigtire
42,2023-08-09 02:25:15,"Almost everything I buy says it will be here next day and even when I select next day it usually never comes next day. I would be ok with them delivering my package later if they let me know it would be delivered later, but when I expect something it’ll say arriving today by 10pm, it will almost never arrive by then but tomorrow instead. It’d be nice if they would just be honest.",2,False,If you’re not going to ship my package same day then don’t say you will,spinnyd
43,2023-08-18 03:13:43,"Gave me an estimate time of a 12+ hour window!? Seriously!? I was off all day and waiting then for it to not show up!? It was otw how many times???  I don’t want to sound like a Karen but you guys sure did lose a customer!!! Gratefully would rather spend $50 on gas for 10ish gallons and get cheaper deals in store rather spending over $100 and a 5.99 shipping fee for the lies you tell! Lol rant over it was either that or stay up crying all night because I’m mentally Ill and the small things in life make me happy. So that’s my Karen story/rant. 
Over, The End.",1,False,Shipment,Bj The Queen
44,2023-08-19 16:29:33,"The search bar at the bottom is so inconvenient. I accidentally tap it constantly while trying to shop. It's extremely irritating. Now, instead of telling me how many reviews something has, it just says what percentage of reviews are 4+ stars or whatever. I'd rather see the number of reviews. Something with 50 4+ star reviews is not as trustworthy as something with thousands of 4+ star reviews. All of the app updates are just making the user experience worse.",1,False,Latest updates are trash,skytay32
45,2023-07-31 19:29:22,"I’m not one to write reviews, but I am beyond frustrated with this app. I search for a product, filter the results by “All Prime” and then click into a product to look at the details - when I go back to the search results, my entire search resets and I have to start all over. This is extremely frustrating and honestly makes me not want to use the app at all. Fix your programming, it never used to do this.",2,False,So frustrating!,Beatlegirl7777000
46,2023-07-28 02:39:26,"Amazon….I love this app so much and use it all the time, but literally why would you change your list thingy. Its so ugly and more confusing now. Why do apps feel the need to constantly change/update their app when its perfectly fine as it is. Please don't change anything else its good as it is and this new list updated is very much more confusing and not good. Pleaseeeee change it back. Ill pay u like $10 to chnage it, i hate change and i especially hate this change. ITS SO MUCH MORE CONFUSING NOW PLEASEEE FIX IT 😭",1,False,please,piggy moo oink cow
47,2023-08-15 18:08:15,"I don’t see a setting to choose HUB LOCKER LEVEL I already spoke to customer service locker section and the agent said it is changed to high level, yet on this app I STILL SEE (lower locker) why? 🔊PRIME MEMBERSHIP I was able to write reviews on items I purchased until recently NO EXPLANATION GIVEN AND I SPOKE WITH SOMEONE 3 weeks ago and no one called to RESOLVE MY CONCERNS! 📣Counter Locker I tried both DELIVERY AND PICKUP, delivery I don’t like when the BUSINESS OWNER or staff signs my name or initials like I personally picked it up. Pickup the address label had the NAME OF BUSINESS INSTEAD OF MY NAME CAUSED ON NUMEROUS OCCASIONS FOR MY ITEMS TO BE OPEN BY OWNER OR EMPLOYEE’S.",1,False,PRIME MEMBERSHIP,Trnyii
48,2023-07-29 05:41:33,"As soon as I ordered something I needed it logged me out of my account and when I tried to log back in it said to provide a file or something I don’t even know what it’s for, after I tried logging in it said I would take 24hrs to review the billing and payments, I waited 24hrs and nothing happened and still can’t log in or track my package which I payed 10 dollars extra so it arrives faster and still haven’t gotten it",2,False,Account,xuzjh
49,2023-08-18 16:05:37,I have been a prime shopper for a few years @ everything i have bought has been quality products.  I have my lids make a wish list so i know what to get for birthdays & Christmas. So easy & for if i have to return it is is easy.,5,False,Everything,Bearjan47
50,2023-08-01 21:11:46,"I use to be able to switch size of clothing and or color and still be able to save to a list but I am unable to do that currently.
What ever the listing is for color and size u can only save that one once u change color or size the heart logo to save to list disappears. So everything in my list in incorrect size or color that I wanted so now family members will buy gifts in wrong size and color. This needs to be fixed asap",1,False,Can’t save items in my style or size,Harleysmom78
51,2023-07-31 13:15:05,"Well- just woke up to find they have yet again moved the search bar to the bottom of the screen. I hate it! I am used to having a search bar at the top of a screen (like every other app out there).
If they want to make moving it down an option, that would be fine, but I want it back at the top. It is totally screwing up my shopping experience!!",2,False,Stop moving the search bar,Krissysmurf
52,2023-07-31 07:56:34,"Can’t select or deselect all items in the cart like in desktop web. I have to remove all items in my cart if I want to purchase 1 item. Sure I can just view 1 product detail and click BUY NOW with “Swipe to place order button”, but it was a nightmare. 

I did it one time.. and the delivery dude came at 3am in the morning and keep texting me, calling me about delivery when I was sleeping. There was no options about delivery when I click BUY NOW on iPhone app.",1,False,Can’t select / deselect all,hatethispart
53,2023-07-30 18:03:23,"I’ve used this app for years, but whatever updates have been made in recent months are atrocious and buggy. 

- Pages stop loading while scrolling. 
- Search bar gets obstructed while entering search terms. 
- Sort order changes number of results. Cart fails to load.
- Searching order history returns entire order rather than matching item.
- Clicking product links goes to item not found page.

Not to mention unintuitive design choices like having an different active searches in the main tab and order tab, or completely confusing menu organization.

This app should well honed and seamless at this point. Are you farming this out to a set of completely inexperienced group of designers and developers? Get your act together.",1,False,Terrible updates,TLBratt
54,2023-08-19 19:47:22,The most horrific change in UI history has been reversed. Still only giving 4 stars because you have a serious problem with whatever individual made this change is still most likely employed. What a disastrous change. Thankfully it’s been reversed.,4,False,Star System is Back Thank Gaed,IvannaGolfer
55,2023-08-20 08:46:46,"Please please please take me out of the a/b test you have put me in for the new rating format. It is terrible and uninformative and a bait click just to force me into the item to see what the real rating is (count). Rating is also hard to parse in item list view because you shortened into a consistent one star format. Please take me out of the experiment. It’s a terrible user experience and an increase in clicks is not a good measure of whether the feature is good or not. 

Thanks.",1,False,New rating format is a bait click,Just.xl
56,2023-08-17 21:59:57,I have never had issues with it. Things are easy to find in it. Sometimes I've had to dig through menus to change certain things but a simple Google search provides plenty of help.,5,False,About the app,GroverDDog
57,2023-07-29 00:35:39,This app was an amazing app the only problem was I could figure out how to move the search bar from the bottom back to the top but that’s the only problem other than that amazing app,5,False,Amazing just one problem,bridget colby
58,2023-08-16 10:53:48,"The search bar is now at the bottom of the page and I HATE it!!!!!!!!!

Also since the stupid, ridiculous update and changes I can no longer complete a return. It won’t let me no matter what I’ve tried. It just keeps wanting me to “troubleshoot on my own” after I’ve already typed in that the product came in badly damaged! How on earth do I troubleshoot that on my own??? Give me the option to return the item!!!! 😡😡😡😡",1,False,Moved search bar/can’t complete return,junction8151
59,2023-08-10 18:46:16,"For people with visual sensitivity or impairment not having any way to stop videos from playing automatically or at least a pause option makes this app nearly unusable. If I’m searching for something, I don’t need a video flashing at me trying to get me to buy something completely different.",3,False,Videos play automatically,SeekerCons
60,2023-07-28 08:23:32,Please give us the option to put the search bar back on top. I can see my searches easier and navigate better from years of searching with the top bar search! I can’t stand the new search at the bottom and many of my friends say the same thing. Please at least give us the option to move the search bar back to the top of the gui.,2,False,Hate Bottom Search,ncpilotgirl
61,2023-07-24 04:29:32,App not bad but the home page leaves me looking for the same selections that there are on the website. For example I have a difficult time finding my saved “lists” on the home page of this app. I know it must be there somewhere.~,4,False,User interface,gydancer
62,2023-08-02 00:33:07,"I’ve been a prime member for years and I think I’ve reached the final straw. I completed the registry requirements. Purchased and item and still cannot claim my welcome box. Consumer reports and complaints here I come. 

“ complete 60% of your Registry Checklist by adding products from each category to your registry or marking the category as complete, make a purchase of $10 from your registry (either by you or your friends and family), and click the “Claim Now” button.",1,False,False Advertising,meganannminton
63,2023-08-18 16:50:00,"This app recently received an update where the removed the way to change the country.
Maybe this setting is now hidden under multiple layers of settings or they want users to go to a different url and do it. In any case this is a horrible horrible UX regression and a failure.",3,False,Unpredictable and sometimes horrible updates,Arungrover
64,2023-08-10 16:28:43,"It’s 2023. There is NO REASON WHATSOEVER that I should have to keep manually adding or editing a card every time it changes. You don’t need it. You are already tracking my purchases via my account. It is a security risk to me that you are keeping my untokenized credit card information. 
Will update to 5 stars if you enable Apple Pay like you should have done years ago. Apple should require it for all apps that take payment.",1,False,No Apple Pay option,daulyp
65,2023-08-10 05:42:17,"I’ve been trying to but things that I want with a 100$ gift card I got and every time I put a order in it says it’s delivering and five minutes later it just completely cancels every order over and over again. 
I have been trying for days now and I still does the same crap! I purchase something, put my location in and it just completely cancels everything. After that happens about a few times I have to log in to my account again for it to just say “oops we can load this right now”. 
And then I’m stuck on the homepage, can’t sign in. 
And what doesn’t help is that I try to report these problems on the app but it doesn’t do anything. It just says “oops” again. 

So stupid.",1,False,Purchased but always canceled,Connor pw
66,2023-08-15 16:31:12,"Was receiving constant deal notifications by default. Thankfully found there is an option to turn them off. But, it wasn’t clear on finding this ability to turn them off.",4,False,Notifications,mp3182
67,2023-08-12 15:03:34,So every time I buy something it logs me out of my account I try to log back in and it says there is no account to this number and email and I was finna spend about 100 something y’all trying to scam me and it don’t work I just lock my card but y’all need to get y’all’s stuff straight I’m not buying from y’all anymore bc it happens every time and I just want my stuff but no so don’t buy off of here just trying to scam you like everyone else,1,False,Scam,Dont worryy
68,2023-08-09 20:10:30,I haven’t any problems but if a dark mode was adddd that would be prefect then. I suffer from increase glare and brightness from glaucoma. Many other apps have a setting where you can enable a dark mode. The white background makes it hard to see.,4,False,Dark mode please !,Opie-Wan
69,2023-08-09 12:09:20,I ordered drywall stilts aug 7 had a problem with my payment i updated information 3 times all 3 times it changed date of delivery for me to cancel it in the end and have to buy another item similar for again a different day I needed this item at the begining of the week now i habe to wait longer crossing fingers it doesnt need payment update again,2,False,order,vflo92
70,2023-08-01 16:34:36,They should hire new app engineers and let the current crew go. New updates removed the heart for adding an item to the list for researching later or hey whatever list you desire but they’ve made it difficult to find now you have to scroll down waste time then add then add again. Searching is a disaster the filters are pathetic and they will always toss in a product that’s not relevant to your search. They’ve become a disaster.,1,False,Disaster,ScottLeeWebb
71,2023-08-20 08:28:35,Why are the photos huge in the new list of results? It’s making for an awful search experience. Smaller icons let me scan down  the list quickly and identify which item I want to click into to view or if there are multiple similar items for the same search result so can see the prices for similar items without scrolling.,1,False,Photos too large on search results,Snickitybot
72,2023-08-17 21:38:37,I got the prime membership for the free two day shipping. Lots of items are prime elegible but very few are two day shipping. Pretty much paying for nothing. The make it hard to get in contact with them. I assume by design as that’s what most large companies do. We’ve been suckered into online shopping for the convenience which is no longer a convenience. Hopefully we all wise up and stop giving these crooks our money,1,False,Frauds,Jpb2469
